director_name,duration,actor_1_name,actor_2_name,actor_3_name,budget,imdb_score,movie_title,genres,gross
Robert Schwentke,98,Erika Christensen,Michael Irby,Haley Ramm,55000000,6.2,Flightplan,Drama|Mystery|Thriller,89706988
Barry Levinson,128,Demi Moore,Dylan Baker,Roma Maffia,55000000,6,Disclosure,Drama|Thriller,83000000
Brad Silberling,114,Nicolas Cage,Andre Braugher,Colm Feore,55000000,6.7,City of Angels,Drama|Fantasy|Romance,78745923
Quentin Tarantino,111,David Carradine,Vivica A. Fox,Chiaki Kuriyama,30000000,8.1,Kill Bill: Vol. 1,Action,70098138
Frank Oz,85,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,55000000,6.4,Bowfinger,Comedy,66365290
,44,Christopher Judge,Don S. Davis,Gary Jones,1400000,8.4,Stargate SG-1,Action|Adventure|Drama|Sci-Fi,
Quentin Tarantino,137,Vivica A. Fox,Michael Parks,Michael Bowen,30000000,8,Kill Bill: Vol. 2,Action|Crime|Drama|Thriller,66207920
Andrey Konchalovskiy,97,Sylvester Stallone,Jack Palance,Brion James,55000000,6.3,Tango & Cash,Action|Comedy|Crime|Thriller,63408614
Robert Zemeckis,104,Bruce Willis,Meryl Streep,Isabella Rossellini,55000000,6.4,Death Becomes Her,Comedy|Fantasy|Horror,58422650
Tom Dey,110,Xander Berkeley,Jason Connery,Kate Luyben,55000000,6.6,Shanghai Noon,Action|Adventure|Comedy|Western,56932305
Stuart Baird,133,Oliver Platt,Joe Morton,J.T. Walsh,55000000,6.4,Executive Decision,Action|Adventure|Thriller,68750000
Mark Waters,94,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,55000000,6,Mr. Popper's Penguins,Comedy|Family|Fantasy,68218041
Rob Minkoff,104,Jet Li,Thomas McDonell,Michael Angarano,55000000,6.6,The Forbidden Kingdom,Action|Adventure|Fantasy,25040293
Jimmy Hayward,91,Amy Poehler,Carlos Ponce,Dan Fogler,55000000,5.9,Free Birds,Adventure|Animation|Comedy|Family,55747724
David Fincher,145,Charles S. Dutton,Holt McCallany,Paul McGann,50000000,6.4,Alien 3,Action|Horror|Sci-Fi,55473600
Alan Parker,135,Andrea Corr,Jimmy Nail,Peter Polycarpou,55000000,6.3,Evita,Biography|Drama|History|Musical,49994804
John Frankenheimer,122,Robert De Niro,Natascha McElhone,Michael Lonsdale,55000000,7.3,Ronin,Action|Adventure|Crime|Thriller,41609593
Stephen Hopkins,110,Tom Wilkinson,Bernard Hill,Om Puri,55000000,6.8,The Ghost and the Darkness,Adventure|Drama|Horror|Thriller,38553833
Paul King,95,Julie Walters,Matt Lucas,Sally Hawkins,55000000,7.2,Paddington,Animation|Comedy|Family|Fantasy,76137505
Akiva Schaffer,102,Will Forte,Nicholas Braun,Rosemarie DeWitt,68000000,5.7,The Watch,Action|Comedy|Sci-Fi,34350553
William Friedkin,94,Connie Nielsen,Jenna Boyd,Rex Linn,55000000,6,The Hunted,Action|Crime|Drama|Thriller,34238611
Jon Turteltaub,126,Anthony Hopkins,Maura Tierney,John Ashton,55000000,6.5,Instinct,Drama|Thriller,34098563
Bobby Farrelly,118,Matt Damon,Terence Bernie Hines,Seymour Cassel,55000000,5.8,Stuck on You,Comedy,33828318
Kent Alterman,99,Will Ferrell,Maura Tierney,Matt Walsh,55000000,5.8,Semi-Pro,Comedy|Sport,33472850
Peter Lord,88,Salma Hayek,Russell Tovey,Brian Blessed,55000000,6.7,The Pirates! Band of Misfits,Adventure|Animation|Comedy|Family,31051126
Clint Eastwood,141,Angelina Jolie Pitt,Michael Kelly,Colm Feore,55000000,7.8,Changeling,Crime|Drama|Mystery|Thriller,35707327
Andrew Davis,107,Keanu Reeves,Morgan Freeman,Kevin Dunn,50000000,5.6,Chain Reaction,Action|Drama|Sci-Fi|Thriller,20550712
Tony Scott,116,Robert De Niro,Kurt Fuller,Ellen Barkin,55000000,5.8,The Fan,Action|Drama|Sport|Thriller,18573791
Joel Schumacher,143,Gerard Butler,Minnie Driver,Miranda Richardson,70000000,7.4,The Phantom of the Opera,Drama|Musical|Romance|Thriller,51225796
Shekhar Kapur,114,Eddie Redmayne,Abbie Cornish,Jordi Mollà,55000000,6.9,Elizabeth: The Golden Age,Biography|Drama|History|War,16264475
Karyn Kusama,93,Charlize Theron,Sophie Okonedo,Paterson Joseph,62000000,5.5,Æon Flux,Action|Sci-Fi,25857987
Ron Maxwell,280,Billy Campbell,Bruce Boxleitner,John Castle,56000000,6.3,Gods and Generals,Drama|History|War,12870569
Robert Butler,100,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,71000000,4.7,Turbulence,Action|Thriller,11466088
Karey Kirkpatrick,107,Stephen Root,Ronny Cox,Richard Schiff,55000000,5.6,Imagine That,Comedy|Drama|Family|Fantasy,16088610
James Bobin,119,Ty Burrell,Tina Fey,Hugh Bonneville,50000000,6.4,Muppets Most Wanted,Adventure|Comedy|Crime|Family|Musical,51178893
Jonathan Frakes,95,Sophia Myles,Philip Winchester,Brady Corbet,57000000,4.2,Thunderbirds,Action|Adventure|Comedy|Family|Sci-Fi,6768055
Steve Antin,119,Eric Dane,Peter Gallagher,David Walton,55000000,6.4,Burlesque,Drama|Music|Musical|Romance,39440655
Jean-Pierre Jeunet,133,Denis Lavant,André Dussollier,Albert Dupontel,47000000,7.7,A Very Long Engagement,Drama|Mystery|Romance|War,6167817
Stanley Kubrick,152,James Mason,Shelley Winters,Lois Maxwell,2000000,7.7,Lolita,Crime|Drama|Romance,
Jim Gillespie,96,Sylvester Stallone,Tom Berenger,Charles S. Dutton,55000000,5.3,Eye See You,Crime|Horror|Mystery|Thriller,
Guillermo del Toro,117,Norman Reedus,Thomas Kretschmann,Tony Curran,54000000,6.7,Blade II,Action|Horror|Sci-Fi|Thriller,81645152
Gabriele Muccino,123,Will Smith,Rosario Dawson,Madison Pettis,55000000,7.7,Seven Pounds,Drama|Romance,69951824
Walter Hill,92,Sylvester Stallone,Jason Momoa,Jon Seda,55000000,5.7,Bullet to the Head,Action|Thriller,9483821
Francis Ford Coppola,170,Al Pacino,Joe Mantegna,Bridget Fonda,54000000,7.6,The Godfather: Part III,Crime|Drama,66676062
Cameron Crowe,123,Orlando Bloom,Kirsten Dunst,Judy Greer,57000000,6.4,Elizabethtown,Comedy|Drama|Romance,26838389
Anthony Russo,110,Todd Stashwick,Billy Gardell,Amanda Detmer,54000000,5.6,"You, Me and Dupree",Comedy|Romance,75604320
Richard Lester,116,Margot Kidder,Ned Beatty,Jackie Cooper,54000000,6.8,Superman II,Action|Adventure|Romance|Sci-Fi,108200000
Martin Brest,121,Todd Giebenhain,Lenny Venito,David Backus,54000000,2.4,Gigli,Comedy|Crime|Romance,5660084
Steven Zaillian,128,Kate Winslet,Anthony Hopkins,Kevin Dunn,55000000,6.2,All the King's Men,Drama|Thriller,7221458
John Singleton,99,Christian Bale,Vanessa Williams,Daniel von Bargen,46000000,5.9,Shaft,Action|Crime|Thriller,70327868
Don Bluth,94,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,50000000,7.1,Anastasia,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,58297830
Baz Luhrmann,127,Jim Broadbent,Kylie Minogue,Richard Roxburgh,52500000,7.6,Moulin Rouge!,Drama|Musical|Romance,57386369
Harold Becker,89,Steve Buscemi,Teri Polo,Matt O'Leary,53000000,5.5,Domestic Disturbance,Crime|Mystery|Thriller,45207112
Scott Cooper,123,Johnny Depp,Benedict Cumberbatch,Adam Scott,53000000,7,Black Mass,Biography|Crime|Drama,62563543
Clint Eastwood,135,Paul Walker,Chris Bauer,Tom McCarthy,90000000,7.1,Flags of Our Fathers,Drama|History|War,33574332
F. Gary Gray,118,Gerard Butler,Leslie Bibb,Michael Kelly,50000000,7.4,Law Abiding Citizen,Crime|Drama|Thriller,73343413
Robert Rodriguez,189,Quentin Tarantino,Rosario Dawson,Zoë Bell,53000000,7.6,Grindhouse,Action|Horror|Thriller,25031037
Jonathan Demme,172,Oprah Winfrey,Kimberly Elise,Hill Harper,55000000,5.9,Beloved,Drama|History|Horror,22843047
Curtis Hanson,124,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,55000000,5.9,Lucky You,Drama|Romance|Sport,5755286
Steven Spielberg,141,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,52000000,8,Catch Me If You Can,Biography|Crime|Drama,164435221
Kathryn Bigelow,157,Jennifer Ehle,Harold Perrineau,Parker Sawyers,40000000,7.4,Zero Dark Thirty,Drama|History|Thriller,95720716
Peyton Reed,106,Jon Favreau,John Michael Higgins,Ann-Margret,52000000,5.8,The Break-Up,Comedy|Drama|Romance,118683135
Phyllida Lloyd,108,Colin Firth,Meryl Streep,Julie Walters,52000000,6.3,Mamma Mia!,Comedy|Family|Musical|Romance,143704210
Garry Marshall,125,Bradley Cooper,Taylor Lautner,Anne Hathaway,52000000,5.7,Valentine's Day,Comedy|Romance,110476776
Jay Chandrasekhar,107,Alice Greczyn,Jessica Simpson,Michael Weston,50000000,5.1,The Dukes of Hazzard,Action|Adventure|Comedy,80270227
Terrence Malick,215,Nick Stahl,Miranda Otto,Dash Mihok,52000000,7.6,The Thin Red Line,Drama|War,36385763
David Dobkin,118,Ryan Reynolds,Olivia Wilde,Mircea Monroe,52000000,6.4,The Change-Up,Comedy|Fantasy,37035845
Milos Forman,118,Matt Price,Gerry Becker,Tom Dreesen,52000000,7.4,Man on the Moon,Biography|Comedy|Drama,34580635
Martin Scorsese,178,Robert De Niro,Don Rickles,Kevin Pollak,52000000,8.2,Casino,Biography|Crime|Drama,42438300
Pierre Morel,92,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,52000000,6.5,From Paris with Love,Action|Thriller,23324666
Paul Hunter,104,Jaime King,Mako,Victoria Smurfit,52000000,5.5,Bulletproof Monk,Action|Comedy|Fantasy,23020488
Bobby Farrelly,116,Robert Forster,Tony Cox,Rob Moran,51000000,6.5,"Me, Myself & Irene",Comedy,90567722
Steve Oedekerk,90,Rob Paulsen,Wanda Sykes,Maurice LaMarche,51000000,5.6,Barnyard,Animation|Comedy|Family,72601713
John Whitesell,93,Matthew Broderick,Jorge Garcia,Alia Shawkat,,4.9,Deck the Halls,Comedy|Family,35092918
Chris Weitz,130,Robert Pattinson,Kristen Stewart,Taylor Lautner,50000000,4.6,The Twilight Saga: New Moon,Adventure|Drama|Fantasy|Romance,296623634
Andrew Adamson,90,Kathleen Freeman,Chris Miller,Bobby Block,60000000,7.9,Shrek,Adventure|Animation|Comedy|Family|Fantasy,267652016
George Nolfi,106,Matt Damon,Michael Kelly,Jon Stewart,50200000,7.1,The Adjustment Bureau,Romance|Sci-Fi|Thriller,62453315
Kevin Reynolds,155,Alan Rickman,Morgan Freeman,Michael Wincott,48000000,6.9,Robin Hood: Prince of Thieves,Action|Adventure|Drama|Romance,165500000
Cameron Crowe,139,Tom Cruise,Kelly Preston,Bonnie Hunt,50000000,7.3,Jerry Maguire,Comedy|Drama|Romance|Sport,153620822
Seth MacFarlane,112,Mila Kunis,Seth MacFarlane,Tom Skerritt,50000000,7,Ted,Comedy|Fantasy,218628680
James L. Brooks,139,Lupe Ontiveros,Yeardley Smith,Shirley Knight,50000000,7.7,As Good as It Gets,Comedy|Drama|Romance,147637474
Tom Shadyac,115,Robin Williams,Philip Seymour Hoffman,Monica Potter,50000000,6.7,Patch Adams,Biography|Comedy|Drama|Romance,135014968
Adam McKay,143,Harrison Ford,Will Ferrell,Steve Carell,50000000,6.3,Anchorman 2: The Legend Continues,Comedy,2175312
Steven Brill,96,Steve Buscemi,Adam Sandler,Peter Gallagher,50000000,5.8,Mr. Deeds,Comedy|Romance,126203320
J.J. Abrams,112,Joel Courtney,AJ Michalka,Zach Mills,50000000,7.1,Super 8,Mystery|Sci-Fi|Thriller,126975169
Steven Soderbergh,131,Julia Roberts,Albert Finney,Conchata Ferrell,52000000,7.3,Erin Brockovich,Biography|Drama,125548685
Donald Petrie,116,Matthew McConaughey,Adam Goldberg,Thomas Lennon,50000000,6.4,How to Lose a Guy in 10 Days,Comedy|Romance,105807520
Phil Lord,112,Channing Tatum,Craig Roberts,Amber Stevens West,50000000,7.1,22 Jump Street,Action|Comedy|Crime,191616238
Neil Jordan,123,Brad Pitt,Tom Cruise,Kirsten Dunst,60000000,7.6,Interview with the Vampire: The Vampire Chronicles,Drama|Fantasy|Horror,105264608
Peyton Reed,104,Bradley Cooper,Zooey Deschanel,Danny Masterson,70000000,6.8,Yes Man,Comedy|Romance,97680195
Rawson Marshall Thurber,107,Dwayne Johnson,Thomas Kretschmann,Megan Park,50000000,6.6,Central Intelligence,Action|Comedy|Crime,126088877
Chris Columbus,124,Julia Roberts,Liam Aiken,Herbert Russell,50000000,6.7,Stepmom,Comedy|Drama,91030827
Sean Anders,96,Will Ferrell,Linda Cardellini,Mark L. Young,50000000,6.1,Daddy's Home,Comedy|Family,150315155
Rob Marshall,125,Johnny Depp,Meryl Streep,Anna Kendrick,50000000,6,Into the Woods,Adventure|Comedy|Drama|Fantasy|Musical,127997349
Spike Lee,129,Denzel Washington,James Ransone,Peter Gerety,45000000,7.6,Inside Man,Crime|Drama|Mystery|Thriller,88504640
Brian Helgeland,90,Bill Duke,Deborah Kara Unger,William Devane,50000000,7.1,Payback,Action|Crime|Drama|Thriller,81517441
Frank Marshall,109,Dylan Walsh,Joe Don Baker,Grant Heslov,50000000,5,Congo,Action|Adventure|Mystery|Sci-Fi,81022333
Cameron Crowe,124,Scarlett Johansson,Matt Damon,Stephanie Szostak,,7.1,We Bought a Zoo,Comedy|Drama|Family,75621915
Alex Proyas,121,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,50000000,6.2,Knowing,Drama|Mystery|Sci-Fi|Thriller,79948113
Tom Dey,95,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,50000000,5.6,Failure to Launch,Comedy|Romance,88658172
Hideo Nakata,128,Naomi Watts,Gary Cole,Sissy Spacek,,5.4,The Ring Two,Horror|Mystery,75888270
Glenn Ficarra,118,Ryan Gosling,Emma Stone,Steve Carell,50000000,7.4,"Crazy, Stupid, Love.",Comedy|Drama|Romance,84244877
Peter Hewitt,80,Bill Murray,Mark Christopher Lawrence,Michael Monks,35000000,5,Garfield,Animation|Comedy|Family|Fantasy,75367693
Joe Roth,99,Jamie Lee Curtis,Cheech Marin,Jake Busey,60000000,5.2,Christmas with the Kranks,Comedy|Family,73701902
Bennett Miller,133,Philip Seymour Hoffman,Robin Wright,Brad Pitt,50000000,7.6,Moneyball,Biography|Drama|Sport,75605492
Wolfgang Petersen,127,Kevin Spacey,Morgan Freeman,Rene Russo,50000000,6.6,Outbreak,Action|Drama|Thriller,67823573
Jaume Collet-Serra,106,Liam Neeson,Nate Parker,Scoot McNairy,50000000,7,Non-Stop,Action|Mystery|Thriller,91439400
Andy Fickman,98,Dwayne Johnson,Billy Brown,Tom Everett Scott,65000000,5.7,Race to Witch Mountain,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,67128202
James McTeigue,132,Natalie Portman,Eddie Marsan,Rupert Graves,54000000,8.2,V for Vendetta,Action|Drama|Thriller,70496802
David Dobkin,114,Fann Wong,Anna-Louise Plowman,Georgina Chapman,50000000,6.2,Shanghai Knights,Action|Adventure|Comedy,60470220
,45,Bernard Hill,Gemma Jones,Nicola Walker,,7.9,Unforgotten,Crime|Drama,
Matthew O'Callaghan,78,Will Ferrell,Frank Welker,Alexander Gould,50000000,6.6,Curious George,Adventure|Animation|Comedy|Family,58336565
Angela Robinson,101,Scoot McNairy,Thomas Lennon,Cheryl Hines,50000000,4.7,Herbie Fully Loaded,Adventure|Comedy|Family|Fantasy|Romance|Sport,66002004
Gary Fleder,113,Oliver Platt,Jennifer Esposito,Conrad Goode,50000000,6.3,Don't Say a Word,Crime|Drama|Mystery|Thriller,54997476
Tommy Wirkola,98,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,50000000,6.1,Hansel & Gretel: Witch Hunters,Action|Fantasy|Horror,55682070
Adrian Lyne,124,Olivier Martinez,Erik Per Sullivan,Chad Lowe,50000000,6.7,Unfaithful,Drama|Thriller,52752475
D.J. Caruso,109,Alex Pettyfer,Emily Wickersham,Reuben Langdon,60000000,6.1,I Am Number Four,Action|Adventure|Sci-Fi|Thriller,55092830
Stephen Gaghan,128,Matt Damon,Amr Waked,Kayvan Novak,50000000,7,Syriana,Drama|Thriller,50815288
Michael Bay,144,Toby Stephens,James Badge Dale,David Costabile,50000000,7.4,13 Hours,Action|Drama|Thriller|War,52822418
Jorge R. Gutiérrez,95,Channing Tatum,Hector Elizondo,Ana de la Reguera,50000000,7.3,The Book of Life,Adventure|Animation|Comedy|Family|Fantasy|Romance,50150619
Richard Loncraine,105,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,50000000,5.8,Firewall,Crime|Thriller,48745150
Clint Eastwood,121,Clint Eastwood,Mark Margolis,Scott Glenn,50000000,6.7,Absolute Power,Action|Crime|Drama|Thriller,50007168
Ridley Scott,125,Viggo Mortensen,Demi Moore,John Michael Higgins,50000000,5.8,G.I. Jane,Action|Drama|War,48154732
David Fincher,129,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,50000000,7.8,The Game,Drama|Mystery|Thriller,48265581
Christophe Gans,132,Radha Mitchell,Deborah Kara Unger,Alice Krige,50000000,6.6,Silent Hill,Adventure|Horror|Mystery,46982632
Howard Deutch,118,Keanu Reeves,Jon Favreau,Faizon Love,50000000,6.5,The Replacements,Comedy|Sport,44737059
Jon Hurwitz,113,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,50000000,6.7,American Reunion,Comedy,56724080
F. Gary Gray,140,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,50000000,7.3,The Negotiator,Action|Crime|Drama|Mystery|Thriller,44484065
Steven Quale,89,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,50000000,5.8,Into the Storm,Action|Thriller,47553512
John Landis,104,Louis Lombardi,Jon Tenney,Gilbert R. Hill,55000000,5.5,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,42610000
Joe Dante,106,Christopher Lee,Robert Picardo,Phoebe Cates,50000000,6.3,Gremlins 2: The New Batch,Comedy|Fantasy|Horror,41482207
David Dobkin,141,Robert Downey Jr.,Robert Duvall,Leighton Meester,50000000,7.4,The Judge,Crime|Drama,47105085
Mimi Leder,124,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,50000000,5.9,The Peacemaker,Action|Thriller,41256277
Alexander Witt,98,Milla Jovovich,Thomas Kretschmann,Mike Epps,45000000,6.2,Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,50740078
Beeban Kidron,108,Colin Firth,Jim Broadbent,Celia Imrie,40000000,5.9,Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,40203020
Carl Franklin,114,Denzel Washington,Sanaa Lathan,John Billingsley,50000000,6.5,Out of Time,Crime|Drama|Romance|Thriller,40905277
Steven Seagal,101,Mike Starr,Joan Chen,Sven-Ole Thorsen,50000000,4.4,On Deadly Ground,Action|Adventure|Thriller,38590500
Robert Rodriguez,93,Taylor Lautner,Kristin Davis,Taylor Dooley,50000000,3.5,The Adventures of Sharkboy and Lavagirl 3-D,Action|Adventure|Family|Fantasy,39177541
Danny Boyle,119,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,50000000,6.6,The Beach,Adventure|Drama|Thriller,39778599
Garry Marshall,119,Amber Valletta,Felicity Huffman,Spencer Breslin,50000000,6,Raising Helen,Comedy|Drama|Romance,37486138
James McTeigue,99,Shô Kosugi,Ben Miles,Rain,40000000,6.4,Ninja Assassin,Action|Crime|Thriller,38105077
Sam Raimi,137,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,50000000,6.5,For Love of the Game,Drama|Romance|Sport,35168395
,105,David Jason,Bruce Alexander,John Lyons,,7.8,A Touch of Frost,Crime|Drama|Mystery,
Andrew Bergman,117,Demi Moore,Rumer Willis,Paul Guilfoyle,40000000,4.3,Striptease,Comedy|Crime|Drama|Thriller,32800000
Tom Dey,87,Emma Stone,Judy Greer,Steve Coogan,50000000,4.2,Marmaduke,Comedy|Family,33643461
Clint Eastwood,129,Matt Damon,Jay Mohr,Cécile De France,50000000,6.5,Hereafter,Drama|Fantasy,32741596
Barbet Schroeder,115,Ryan Gosling,Chris Penn,Agnes Bruckner,50000000,6.1,Murder by Numbers,Crime|Mystery|Thriller,31874869
Richard Donner,132,Muse Watson,Sylvester Stallone,Kelly Rowan,50000000,6.3,Assassins,Action|Crime|Thriller,30306268
Peter Webber,131,Li Gong,Stephen Walters,Richard Brake,50000000,6.2,Hannibal Rising,Crime|Drama|Thriller,27667947
Rob Reiner,95,Bruce Willis,Tim Matheson,Rita Wilson,50000000,5.9,The Story of Us,Comedy|Drama|Romance,27067160
Andrew Niccol,125,J.D. Evermore,Chandler Canterbury,Rachel Roberts,40000000,5.9,The Host,Action|Adventure|Romance|Sci-Fi|Thriller,26616999
John McTiernan,98,Connie Nielsen,Harry Connick Jr.,Tim Daly,50000000,6.5,Basic,Action|Crime|Drama|Mystery|Thriller,26536120
Clint Eastwood,110,Clint Eastwood,Anjelica Huston,Rick Hoffman,50000000,6.4,Blood Work,Action|Crime|Drama|Mystery|Thriller,26199517
Tom Tykwer,118,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,50000000,6.5,The International,Action|Crime|Drama|Mystery|Thriller,25450527
John Carpenter,101,Steve Buscemi,Valeria Golino,Michelle Forbes,50000000,5.7,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,25407250
,60,Grey Damon,Brittany Curran,Aaron Hill,,7.5,Twisted,Drama|Mystery|Thriller,
Brad Bird,90,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,70000000,8,The Iron Giant,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,23159305
Wes Anderson,119,Bill Murray,Anjelica Huston,Matthew Gray Gubler,50000000,7.3,The Life Aquatic with Steve Zissou,Adventure|Comedy|Drama,24006726
Gary Ross,139,Matthew McConaughey,Donald Watkins,Jessica Collins,50000000,6.7,Free State of Jones,Action|Biography|Drama|History|War,20389967
Alan Parker,130,Kevin Spacey,Kate Winslet,Matt Craven,50000000,7.5,The Life of David Gale,Crime|Drama|Thriller,19593740
Stephen Herek,100,Christina Milian,Vanessa Ferlito,Kelli Garner,40000000,5.4,Man of the House,Action|Comedy,19118247
Jaume Collet-Serra,114,Liam Neeson,Common,Bruce McGill,50000000,6.6,Run All Night,Action|Crime|Drama|Thriller,26442251
David Cronenberg,96,Viggo Mortensen,Naomi Watts,Raza Jaffrey,25000000,7.7,Eastern Promises,Crime|Mystery|Thriller,17114882
John Stockwell,110,Paul Walker,James Frain,Ashley Scott,50000000,5.8,Into the Blue,Action|Adventure|Crime|Thriller,18472363
Luc Besson,158,Paul Brooke,David Bailie,Rab Affleck,390000000,6.4,The Messenger: The Story of Joan of Arc,Adventure|Biography|Drama|History|War,14131298
David Gordon Green,102,Natalie Portman,Zooey Deschanel,James Franco,49900000,5.6,Your Highness,Adventure|Comedy|Fantasy,21557240
Jim Sheridan,84,Naomi Watts,Gregory Smith,Sarah Gadon,55000000,6,Dream House,Drama|Mystery|Thriller,21283440
Costa-Gavras,115,Mia Kirshner,Blythe Danner,William Atherton,50000000,6.2,Mad City,Crime|Drama|Thriller,10556196
Patrick Read Johnson,99,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,50000000,5.9,Baby's Day Out,Adventure|Comedy|Crime|Drama|Family,16671505
Roland Joffé,135,Gary Oldman,Robert Duvall,Demi Moore,50000000,5.1,The Scarlet Letter,Drama|Romance,10400000
Doug Liman,108,Naomi Watts,Ty Burrell,Brooke Smith,22000000,6.8,Fair Game,Biography|Drama|Thriller,9528092
,43,Julie Benz,Tony Curran,Grant Bowler,,7,Defiance,Action|Drama|Sci-Fi,
Tony Scott,127,Ian Ziering,Mo'Nique,Edgar Ramírez,50000000,6,Domino,Action|Biography|Crime|Drama|Thriller,10137232
William Friedkin,107,Michael Biehn,Chazz Palminteri,Linda Fiorentino,50000000,5.1,Jade,Crime|Drama|Thriller,9795017
Mark Neveldine,95,Gerard Butler,Logan Lerman,Alison Lohman,50000000,5.8,Gamer,Action|Sci-Fi|Thriller,20488579
Richard LaGravenese,124,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,60000000,6.2,Beautiful Creatures,Drama|Fantasy|Romance,19445217
Danny DeVito,109,Robin Williams,Vincent Schiavelli,Danny Woodburn,55000000,6.4,Death to Smoochy,Comedy|Crime|Drama|Thriller,8355815
Ben Stiller,102,Milla Jovovich,Will Ferrell,Justin Theroux,50000000,4.8,Zoolander 2,Comedy,28837115
George Armitage,88,Morgan Freeman,Andrew Wilson,Willie Nelson,50000000,4.9,The Big Bounce,Comedy|Crime,6471394
Mike Nichols,87,Judy Greer,Linda Fiorentino,Garry Shandling,50000000,5.6,What Planet Are You From?,Comedy|Sci-Fi,6291602
Patrick Lussier,104,Nicolas Cage,Billy Burke,Katy Mixon,50000000,5.5,Drive Angry,Action|Fantasy|Thriller,10706786
Andrzej Bartkowiak,96,Chris Klein,Robin Shou,Josie Ho,18000000,3.7,Street Fighter: The Legend of Chun-Li,Action|Crime|Drama|Mystery|Thriller,8742261
James Wong,85,Jason Statham,Jet Li,Delroy Lindo,49000000,5.9,The One,Action|Sci-Fi|Thriller,43905746
,64,Tobias Menzies,Graham McTavish,Stephen Walters,,8.5,Outlander,Drama|Romance|Sci-Fi,
Renny Harlin,104,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,40000000,6.3,The Adventures of Ford Fairlane,Action|Adventure|Comedy|Crime|Music|Mystery,21413502
Richard Curtis,135,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,,7.4,Pirate Radio,Comedy|Drama|Music,7994115
Steven Soderbergh,190,Michael O'Neill,Jacob Vargas,James Lew,48000000,7.6,Traffic,Crime|Drama|Thriller,124107476
Steven Spielberg,127,Harrison Ford,Julian Glover,Alison Doody,48000000,8.3,Indiana Jones and the Last Crusade,Action|Adventure|Fantasy,197171806
Joe Wright,129,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,,6.6,Anna Karenina,Drama|Romance,12802907
Neill Blomkamp,120,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,49000000,6.9,Chappie,Action|Crime|Drama|Sci-Fi|Thriller,31569268
Phillip Noyce,118,Denzel Washington,Angelina Jolie Pitt,Leland Orser,48000000,6.7,The Bone Collector,Crime|Drama|Mystery|Thriller,66488090
David Fincher,112,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,48000000,6.8,Panic Room,Crime|Drama|Thriller,95308367
Chuck Bowman,89,P.J. Soles,Lochlyn Munro,Steve Bacic,1500000,4.6,The Tooth Fairy,Horror|Thriller,
David O. Russell,114,Judy Greer,Jamie Kennedy,Mykelti Williamson,48000000,7.1,Three Kings,Action|Adventure|Comedy|Drama|War,60652036
Daniel Espinosa,137,Tom Hardy,Fares Fares,Michael Nardone,50000000,6.4,Child 44,Crime|Drama|Thriller,1206135
Jerry Zucker,112,Corinna Harney,Douglas Haase,Vince Vieluf,48000000,6.4,Rat Race,Adventure|Comedy,56607223
Iain Softley,120,Kevin Spacey,Jeff Bridges,Alfre Woodard,48000000,7.4,K-PAX,Drama|Mystery|Sci-Fi,50173190
James Mangold,123,Hugh Jackman,Natasha Lyonne,Bradley Whitford,48000000,6.4,Kate & Leopold,Comedy|Fantasy|Romance,47095453
Harold Ramis,93,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,48000000,6,Bedazzled,Comedy|Fantasy|Romance,37879996
