duration,budget,imdb_score,gross
109,55000000,6.4,8355815
102,50000000,4.8,28837115
88,50000000,4.9,6471394
87,50000000,5.6,6291602
104,50000000,5.5,10706786
96,18000000,3.7,8742261
85,49000000,5.9,43905746
64,,8.5,
104,40000000,6.3,21413502
135,,7.4,7994115
190,48000000,7.6,124107476
127,48000000,8.3,197171806
129,,6.6,12802907
120,49000000,6.9,31569268
118,48000000,6.7,66488090
112,48000000,6.8,95308367
89,1500000,4.6,
114,48000000,7.1,60652036
137,50000000,6.4,1206135
112,48000000,6.4,56607223
120,48000000,7.4,50173190
123,48000000,6.4,47095453
93,48000000,6,37879996
123,58000000,6.5,25900000
122,55000000,7.8,53574088
115,48000000,6,89253340
123,48000000,7,37339525
96,47000000,6,60154431
110,,7.8,528972
105,100000000,6.1,103738726
113,48000000,6.8,69304264
132,48000000,6.4,29781453
93,14000000,7.7,
115,1000000,8.1,
75,47000000,4.5,15519841
108,47000000,5.8,5600000
105,46000000,6.3,126805112
102,48000000,5.7,93607673
118,46000000,7.2,67263182
111,45000000,7.6,92001027
81,47000000,4.7,10539414
116,46000000,6.6,58918501
86,45000000,6.8,181395380
127,25000000,7.3,14946229
140,48000000,2.7,
91,45000000,4.8,130512915
98,45000000,6.3,139852971
84,48000000,5.5,110000082
109,45000000,6.2,106807667
93,45000000,5.8,101702060
113,40000000,5.7,95149435
141,45000000,6.5,100768056
119,45000000,6.7,92115211
97,45000000,7.4,93452056
117,45000000,6.9,83287363
101,60000000,5.5,82931301
153,46000000,8.1,60962878
122,45000000,7.7,76261036
102,45000000,7.3,71423726
83,45000000,5.2,71277420
103,45000000,7.1,88625922
110,45000000,7.1,70001065
136,30000000,7.2,67253092
91,45000000,6.5,66790248
89,45000000,4.6,65557989
107,45000000,5.6,60786269
129,45000000,7.7,59365105
95,120000000,7.2,162792677
122,35000000,6.8,31598308
110,45000000,5.4,57362581
135,45000000,6.3,53854588
111,2500000,7.2,
95,45000000,5.6,52580895
109,50000000,6.8,51019112
93,26000000,4.3,48114556
94,45000000,6.3,50648679
117,40000000,6.5,46280507
112,45000000,6.4,38360195
111,45000000,6.3,46815748
96,45000000,5.9,35617599
141,45000000,6.5,47307550
94,25000000,6.5,32003620
87,35000000,6.1,27972410
88,50000000,5.9,28133159
177,40000000,6.6,27400000
133,45000000,7.4,24343673
119,35000000,7.3,22877808
102,52000000,6.6,36883539
101,70000000,5.6,22531698
91,45000000,5.3,20400913
117,45000000,6,20101861
86,45000000,5.4,25200412
124,45000000,6.8,19719930
134,45000000,6.4,19377727
95,35000000,7.1,13401683
100,45000000,4.9,17300889
220,57000000,5.8,15527125
212,50000000,7.1,13560960
128,45000000,7.2,15523168
106,45000000,6,11146409
160,45000000,6,7916887
114,45000000,7,6565495
99,40000000,5.4,15279680
74,40000000,6.5,7262288
139,45000000,6.4,4584886
52,,8.3,
103,45000000,4.9,2154540
101,45000000,6.3,8129455
91,65000000,1.7,
130,44500000,7.7,136019448
130,44000000,7.8,183875760
110,40000000,5.5,67061228
147,44000000,7.5,53300852
96,44000000,6.4,150415432
118,44000000,5.6,44834712
88,2600000,7.5,84300000
325,44000000,6.8,1500000
102,50000000,6.8,62318875
110,40000000,6,5773519
136,43000000,7.3,51768623
103,43000000,6,37035515
103,45000000,7,24520892
90,43000000,5.1,24430272
154,42000000,6.8,158348400
99,44000000,6.5,31136950
93,40000000,6.6,29113588
109,42000000,7.2,138447667
124,42000000,7,116006080
84,45000000,7,106793915
90,42000000,5.9,87856565
117,40000000,5.4,70100000
123,43000000,6.6,159578352
251,31115000,7,57750000
105,42000000,6.5,45290318
115,42000000,6.3,41543207
122,42000000,6.5,41252428
119,32000000,6.5,35228696
81,42000000,5.8,59992760
133,32000000,6.6,34667015
100,42000000,5.4,37652565
120,42000000,6.1,24375436
104,42000000,4,20915465
122,50000000,7.6,24127895
80,31000000,7.9,84961
91,40000000,5.3,26404753
112,44000000,6.6,6105175
100,45000000,6.3,5664251
30,,7.5,
105,27000000,7.2,1260917
110,41000000,7,116724075
101,,4.9,
144,65000000,6.9,56083966
108,41000000,5.2,22108977
107,40000000,8.1,293501675
102,42000000,6.6,18600911
100,41000000,6.2,7204138
126,8000000,7.2,90800000
138,40000000,7.3,150117807
108,40000000,6.7,163947053
105,70000000,6.4,116735231
108,40000000,7.8,118500000
89,40000000,6.4,126546825
129,40000000,4.1,166147885
84,38000000,4.1,111760631
149,40000000,7.4,108706165
94,40000000,5.8,138614544
121,40000000,7.6,125069696
128,40000000,7.2,107458785
134,40000000,7.8,102310175
120,40000000,7.7,96917897
129,40000000,6.4,93952276
89,45000000,5.1,90703745
116,40000000,5.5,89138076
118,40000000,7.4,87666629
107,40000000,6,90353764
155,40000000,7.5,82522790
123,40000000,7,94125426
128,40000000,7.5,95001343
139,40000000,7.3,81292135
109,35000000,5.7,86208010
120,40000000,7.3,81593527
121,35000000,7.2,75274748
102,40000000,5.9,90835030
117,40000000,7.8,72455275
178,40000000,7.7,75305995
147,40000000,8.1,74098862
90,40000000,6.6,72266306
105,40000000,7.1,71347010
114,40000000,5.9,70836296
206,40000000,8,70405498
99,40000000,4.6,70163652
123,34000000,6.1,66808615
137,65000000,7.2,115603980
102,20000000,6.4,64149837
109,40000000,6,83906114
82,40000000,5.2,66466372
142,40000000,7.6,72306065
106,40000000,6.4,59068786
114,,6.4,60923325
106,50000000,6.1,57887882
108,40000000,6.1,53955614
98,40000000,5.2,54967359
131,35000000,7.7,54228104
118,40000000,7.3,57981889
113,30000000,6.9,61094903
130,40000000,8.5,53082743
116,42000000,6.3,54414716
89,40000000,5.9,57011847
139,40000000,7.8,50859889
130,30000000,6.7,51185897
107,40000000,6.4,52000688
116,40000000,5.9,49851591
96,40000000,6.6,47781388
99,40000000,6.8,52320979
104,43000000,6.5,47806295
105,25000000,6.6,51853450
101,40000000,5.8,46012734
134,40000000,6.9,47034272
135,40000000,7.1,45856732
98,40000000,5.8,59588068
155,36000000,7.2,44175394
106,40000000,6,45500797
102,40000000,4.7,41797066
95,40000000,5.2,38087756
103,40000000,5.5,37752931
95,,6.5,50562555
109,40000000,7,37371385
95,40000000,5.8,37101011
111,40000000,6.2,38176892
123,40000000,6.5,36283504
140,38000000,7.2,35183792
94,40000000,5.1,38543473
94,60000000,4.7,36037909
92,40000000,5.9,42575718
102,40000000,5.8,33864342
123,40000000,7.2,33508922
104,30000000,6.2,42071069
30,,7.4,
102,40000000,5.7,32853640
136,40000000,6.1,42615685
93,25000000,6,32055248
129,40000000,6.9,31836745
107,40000000,6.5,30993544
117,40000000,5,30981850
116,40000000,5.7,30199105
135,40000000,7,29077547
107,40000000,5.1,29374178
90,40000000,5.3,28535768
99,40000000,4.4,27663982
104,40000000,4.7,27053815
115,35000000,6.7,26814957
119,40000000,6.7,25178165
99,40000000,5.7,25117498
112,500000,7.4,32645
128,40000000,6.1,24332324
112,40000000,6.4,36665854
86,40000000,6.2,22717758
108,60000000,6.2,22433915
128,60000000,5.9,22326247
84,40000000,4,21176322
111,40000000,6.2,20300000
131,45000000,4.6,20302961
123,40000000,6.4,15962471
101,40000000,5.9,14942422
102,40000000,5.1,14967182
114,45000000,7.6,18996755
107,51000000,4.2,14375181
87,40000000,7.8,20999103
103,40000000,5.8,14448589
99,40000000,5.9,14358033
122,77000000,8.4,33201661
91,30000000,4.8,14018364
103,60000000,6.2,13395939
107,40000000,6.5,20113965
106,40000000,6.3,13376506
101,42000000,3.3,13208023
109,40000000,5.9,13838130
110,40000000,6,5773519
89,40000000,5.8,9652000
100,,6.5,12081447
119,36000000,4.7,7000000
83,24000000,4.1,10431220
108,33000000,6.8,10326062
102,40000000,6.2,6114237
93,40000000,4.5,4835968
84,40000000,5.8,4777007
107,26000000,7.3,3675072
91,40000000,5.9,18438149
94,40000000,4.4,511920
115,40000000,5.8,10640645
93,40000000,5.1,652526
105,20000000,6.9,80050171
107,20000000,6.2,7564000
101,25000000,6.9,876671
111,30000000,7.3,2869369
113,40000000,7.1,128978
112,25000000,6,77231
126,39200000,7,4563029
90,25000000,6.8,
93,,5.7,463730
98,23000000,7.6,50693162
159,18026148,8.4,6498000
107,39000000,7.1,63411478
102,,5.6,42640890
106,38000000,6.7,144512310
87,39000000,7,35287788
119,40000000,8,25335935
110,39000000,5.3,5881504
125,39000000,4.9,60000000
113,40000000,6.4,29802761
150,553632000,7.4,626809
108,38000000,6.1,127214072
96,38000000,6.5,88915214
93,39000000,5.7,30400000
100,38000000,5.1,85570368
118,35000000,6.6,75668868
122,38600000,6.5,6594136
120,38000000,6.9,58700247
60,,7.8,
88,40000000,6.4,
146,38000000,7.6,50668906
115,38000000,5.6,39177215
123,35000000,6.2,40334024
94,30000000,4.4,71038190
102,38000000,5.6,24044532
98,38000000,5.5,22770864
133,38000000,6.7,18653746
118,38000000,6.1,17305211
105,57000000,6.2,16991902
109,10000000,7.3,47536959
129,38000000,6.6,10300000
109,15000000,8.2,13782838
127,38000000,6.4,41997790
118,37000000,6.4,6482195
110,38000000,5.2,623374
90,55000000,6.5,7871693
144,32000000,7.1,16377274
97,38000000,4.8,
130,40000000,7.3,9589875
112,38000000,5.2,34912982
133,35000000,7.7,109712885
150,37000000,7.6,92173235
110,40000000,5.7,41102171
96,37000000,7,60338891
96,37000000,6,48006503
123,38000000,8.1,26903709
188,37000000,8,22450975
107,37000000,5.6,44867349
110,38000000,6.1,46813366
113,37000000,6.9,72279690
122,37000000,5.2,191449475
116,36000000,7,71026631
93,65000000,6.3,68208190
118,37000000,7,150368971
115,29500000,5.3,
93,36000000,6.9,50129186
121,36000000,6.2,55500000
101,36000000,6.4,50213619
107,36000000,6.4,42019483
124,34000000,5.7,23360779
109,36000000,6.1,26183197
105,37000000,5.4,20991497
130,36000000,6.7,13052741
127,36000000,6.8,14378353
114,37000000,6,33037754
106,36000000,7.8,12339633
95,36000000,5.3,2954405
81,37000000,4.5,30105968
95,35200000,5.4,37788228
108,35000000,7.8,277313371
105,36000000,7.2,2126511
95,33000000,6.6,205399422
126,35000000,7.6,251188924
102,36000000,5.9,1068392
121,35000000,6.7,144731527
129,29000000,7.7,255950375
43,,5.8,
88,35000000,5.4,112692062
106,35000000,6.9,117528646
110,38000000,7.7,171031347
109,35000000,6.8,124732962
143,35000000,6.4,82300000
120,35000000,5.7,134455175
128,35000000,7.3,79100000
123,35000000,6.8,81159365
129,35000000,6.3,110008260
105,35000000,5.9,67962333
162,27000000,7.4,78651430
138,35000000,8.3,64604977
100,35000000,6.2,63939454
90,35000000,6.3,63826569
108,35000000,5.8,60054449
101,1800000,7.5,26505000
109,33000000,6.3,61280963
132,35000000,6.4,56876365
123,35000000,7.2,59699513
87,34000000,6.3,54132596
109,35000000,6.9,52277485
109,35000000,6.6,55802754
92,35000000,6,55291815
125,35000000,7.5,83299761
202,33000000,7.7,48169908
134,35000000,6.2,67523385
88,35000000,5.4,49474048
92,35000000,6.6,45802315
91,35000000,5.3,43792641
75,33000000,5.6,57651794
98,30000000,5.9,43894863
147,35000000,7.8,41954997
100,33000000,6.7,39532308
120,10700000,7.4,76600000
104,35000000,6.2,39692139
103,35000000,5.4,40687294
109,40000000,6.7,37553932
104,35000000,5.3,37481242
112,35000000,5.9,39026186
60,,7,
95,50000000,4.8,33422806
102,,7.3,
102,35000000,3.8,33423521
150,35000000,8.5,32519322
122,35000000,6.8,31598308
101,30000000,6.8,37617947
108,30000000,5.3,32048809
98,27000000,7.3,33987757
137,35000000,6.6,37304950
112,35000000,6.2,30691439
101,35000000,5.2,30307804
103,35000000,6.2,30669413
101,35000000,6.2,28687835
112,35000000,6.6,26494611
111,20000000,6.4,
102,35000000,6.2,25266129
101,35000000,5.1,25863915
155,30000000,6.6,25078937
93,19000000,6.1,
109,35000000,6.1,28995450
140,35000000,6.6,24276500
108,30000000,5.9,20981633
96,35000000,6.3,22913677
123,35000000,7.1,34531832
106,35000000,5,28064226
76,35000000,5.6,19447478
107,55000000,7.4,19389454
82,35000000,4.5,25871834
109,35000000,6.2,19692608
99,35000000,5,19294901
91,35000000,6.5,20275446
87,35000000,5.1,34507079
125,35000000,6.5,18306166
118,35000000,6.2,17609982
98,31000000,6.3,16831505
92,35000000,3.8,17596256
93,30000000,5.2,
116,27000000,6,
92,35000000,6.2,14998070
115,35000000,5.7,14587732
120,35000000,6.7,18317151
111,35000000,6.8,11405825
94,35000000,6,13264986
100,35000000,7.3,10991381
101,35000000,5.5,10268846
139,32000000,6.7,13303319
91,35000000,4.8,10076136
109,35000000,5.7,10499968
102,38000000,5.1,7659747
103,35000000,6,7948159
83,35000000,4.2,11631245
123,35000000,7.4,10137502
101,35000000,4.6,6448817
117,35000000,6.9,7458269
60,,8.6,
114,35000000,6.9,4651977
330,35000000,8,4496583
121,35000000,6.4,2221994
114,35000000,6.3,6592103
156,35000000,8.4,
135,,7.1,1877179
148,35000000,6.8,630779
148,,7.5,5100937
109,,4.5,
93,32000000,5.7,
,23000000,7.2,
113,34000000,6.8,102413606
91,35000000,5.4,10214013
139,30000000,7.2,32000000
96,35000000,7.3,10139254
102,34000000,5.2,11227940
96,35000000,5.5,183125
101,34000000,7.7,15081783
128,34000000,7.1,37432299
109,34000000,5.3,10654581
114,34000000,5.6,6543194
105,35000000,5.7,13101142
141,35000000,7.1,8324748
195,35000000,7.5,
138,40000000,7.6,141340178
101,33000000,5.5,51758599
99,30000000,5.1,117559438
85,34000000,6.3,4091
89,30000000,4.9,21426805
99,33000000,6.5,35057332
105,33000000,5.6,34014398
97,33000000,5.3,28927720
140,33000000,6.5,33682273
118,10000000,6.8,4280577
94,30000000,6.5,17120019
124,38000000,6,8406264
134,32500000,8.4,309125409
113,30000000,6,10955425
124,32000000,7.6,34180954
98,,5.6,17225675
97,33000000,6.9,173381405
123,32000000,6.4,104632573
99,35000000,5.1,81150692
101,32000000,7,60328558
92,32000000,5.7,80197993
131,32500000,6.8,169076745
107,32000000,6.7,101470202
103,29000000,6.2,50041732
129,32000000,7.2,48814909
107,20000000,6.2,57744720
89,35000000,5.6,21784432
113,32000000,4.4,37911876
93,32000000,7.5,54696902
120,32000000,7.1,36733909
98,32000000,6.4,35063732
105,33000000,7.1,99462
142,35000000,5.9,
98,32000000,6.9,32701088
96,32000000,7.5,31493782
87,32000000,6.3,43095600
107,32000000,6.4,18636537
90,28000000,5.9,17848322
121,55000000,6.8,16640210
119,32000000,6.3,13763130
107,35000000,3.6,10956379
110,30000000,5.3,4357000
100,30000000,5.9,22525921
75,32000000,6.9,3562749
132,32000000,6.9,2899970
105,32000000,6.1,1304837
93,32000000,5.7,
289,31500000,8.5,78800000
102,32000000,6.3,17797316
143,6500000,7.3,82528097
113,31500000,6.3,14268533
161,31000000,7.2,87100000
138,31000000,7.3,93749203
126,34000000,6.3,62700000
99,25000000,8.1,59073773
101,31000000,6.9,24185781
103,31000000,6.3,53133888
118,31000000,7.3,44983704
116,144000000,5.5,118099659
99,31000000,6.1,58879132
105,30250000,6.9,72077000
113,45000000,7.2,170684505
93,34200000,6.4,163479795
108,30000000,6.4,145096820
74,30000000,8.3,191796233
116,25000000,7.2,121248145
104,30000000,6.8,125014030
106,31000000,6.5,11854694
120,30000000,7.8,115648585
135,30000000,7.6,122012643
132,30000000,7.2,116631310
92,20000000,6.7,114324072
99,38000000,6.8,113502246
90,30000000,6.3,108360000
111,37000000,6.2,108244774
103,26000000,6.2,105444419
127,33000000,8.6,100125340
112,30000000,8,115646235
87,30000000,7,85416609
138,25000000,8,90135191
132,30000000,8.1,100422786
103,30000000,6.7,106694016
123,29000000,7.9,64286
111,30000000,6.1,76806312
102,30000000,4.2,79566871
78,30000000,6.1,76501438
132,30000000,6.6,74787599
133,30000000,7.5,66528842
108,25000000,7.4,83813460
125,30000000,7.2,65010106
98,35000000,6.9,66359959
119,30000000,7.4,66468315
87,30000000,5.4,64172251
91,30000000,6.8,66600000
100,30000000,6.3,63536011
118,30000000,7.2,62877175
44,,8.7,
109,45000000,6.9,74484168
99,30000000,6,60269340
114,30000000,5.9,60033780
89,30000000,5.4,58715510
95,19000000,5.9,58156435
98,37000000,6.1,56044241
94,17000000,7.7,56816662
85,42000000,5.8,64238770
124,30000000,7.6,52937130
131,55000000,6.1,52799004
107,27800000,5.4,55210049
99,30000000,5.1,51432423
83,30000000,6.4,51109400
131,30000000,6.3,50300000
85,30000000,7.5,56068547
126,30000000,7.1,53680848
102,,5.2,49186871
123,30000000,7.8,50921738
105,30000000,6.5,53021560
125,30000000,6.6,45645204
92,,5.1,44328238
77,40000000,7.4,53337608
118,,7.2,42643187
121,30000000,7.6,46875468
124,30000000,7.5,52418902
99,30000000,6.6,42057340
112,25000000,7.2,42478175
111,30000000,7.6,41407470
107,30000000,6.2,42385520
104,30000000,5.6,40118420
113,38000000,7.6,40137776
113,32000000,6.6,39568996
95,30000000,7,42043633
86,30000000,2.7,38232624
126,30000000,7.6,38413606
101,27000000,6.6,38122105
102,25000000,6.9,38747385
111,30000000,6.8,40247512
60,,7.5,
95,30000000,3.7,35927406
98,30000000,6.1,35565975
100,30000000,5.9,35266619
118,30000000,6.7,34703228
28,,8.5,
125,30000000,6.9,38432823
94,45000000,5.5,32095318
79,30000000,7.1,31743332
106,30000000,7.1,32154410
111,,5.9,28165882
63,30000000,7.3,26687172
85,19000000,3.4,26096584
108,30000000,6.8,26525834
139,30000000,6.9,30513940
127,30000000,7,23209440
106,30000000,5.5,24048000
95,30000000,5.1,22526144
118,30000000,6.2,30523568
108,30000000,5.9,23070045
105,35000000,5.2,20422207
131,30000000,6.2,28644770
104,30000000,5.5,21800302
133,35000000,7.4,21129348
94,30000000,4.4,18500966
109,20000000,6.3,19976073
96,30000000,6.1,18967571
105,25000000,5.3,17100000
99,30000000,5.4,17266505
112,30000000,6.7,32357532
108,30000000,5.9,16930884
126,35000000,7.3,18324242
98,40000000,5.5,16323969
104,26000000,5.8,16999046
110,35000000,4.6,16295774
130,30000000,6.7,15709385
93,30000000,5.1,14888028
96,30000000,5.6,14208384
114,30000000,7,12831121
106,30000000,6.4,18298649
150,30000000,6.7,12712093
100,30000000,4.1,11576087
100,30000000,5.5,11900000
100,45000000,2.7,9353573
107,45000000,6.4,12026670
102,25000000,4.8,14334645
101,23000000,6.1,12189514
86,30000000,4.8,10134754
108,30000000,7,8535575
123,40000000,6.8,7689458
134,,7.3,7501404
511,,8.2,
88,30000000,5.6,19316646
109,30000000,6.1,10965209
122,18000000,7.9,26830000
251,30000000,8.4,5300000
118,30000000,6.5,10880926
131,18000000,7.1,3752725
109,25000000,6.6,3517797
80,,4,3101301
88,30000000,7,2975649
103,60000000,5.6,668171
87,21000000,4.8,480314
160,30000000,7.5,3904982
121,18000000,6,127437
91,,7.2,
92,30000000,5.6,
129,30000000,6.8,537580
93,,4.9,
118,30000000,7.1,
110,24000000,2,
103,30000000,5.7,
85,30000000,4.1,
110,30000000,6.7,
89,19000000,7.5,
115,29000000,6.5,183436380
153,28000000,7.9,119518352
42,,7.6,
128,30000000,6.4,37036404
89,29000000,5.8,22359293
122,35000000,7.7,18593156
113,29000000,7.1,
99,29000000,5.3,16930185
99,29000000,5.3,63034755
147,29000000,7.5,5899797
112,28000000,6.9,4554569
88,12000000,4.9,17016190
94,29000000,7.1,6301131
90,28000000,8,217350219
167,28000000,7.9,161029270
118,28000000,7.6,179870271
83,24000000,5.9,100491683
104,60000000,6.3,74058698
110,29000000,7.1,
102,29000000,6.4,55845943
131,28000000,8.2,81350242
101,28000000,6.9,67266300
130,28000000,7.8,70235322
120,30000000,6.7,7443007
135,28000000,7.5,64371181
110,26000000,7.4,58885635
103,35000000,5.2,60400856
115,30000000,6.5,
110,21000000,7.6,52353636
91,30000000,7.3,51475962
105,28000000,6.6,63910583
127,28000000,6.8,62300000
82,28000000,6.9,49968653
99,27000000,5.8,44450000
90,28000000,6.6,45162741
115,28000000,6.7,71346930
96,28000000,6.7,39514713
104,28000000,6.3,43097652
117,30000000,7.7,48043505
83,28000000,6.1,37053924
99,28000000,4.9,33000377
81,28000000,6.2,66950483
135,28000000,7.8,38372662
117,28000000,8.2,27000000
139,28000000,6.9,31600000
123,28000000,6.2,30688364
117,21000000,6.9,28563179
97,28000000,4.8,16779636
81,160000000,8,10762178
103,28000000,5.3,17324744
119,28000000,6.7,8888143
94,28000000,5.4,24268828
89,28000000,5.4,8119205
98,28000000,4.9,8434601
107,28000000,6.1,6998324
108,28000000,5.8,10907291
134,28000000,7,5532301
110,27000000,6.5,2775593
103,28000000,6.6,28751715
145,24000000,6.1,
100,28000000,5.7,20285518
131,27500000,6.6,67900000
133,30000000,7,148734225
109,30000000,7.4,49185998
114,35000000,5.3,42168445
164,16000000,7.4,26400000
92,15000000,7.4,17508670
122,27500000,6.8,9664316
42,,7.9,
110,30000000,7.2,74888996
116,27000000,6,69586544
106,175000000,7.8,362645141
115,27000000,6.6,60491560
148,27000000,7.9,54200000
119,,6.2,44087387
118,25000000,5.7,30920167
101,30000000,7.1,40566655
82,27000000,5.6,31768374
110,27000000,7.8,22494487
193,27000000,7.9,21500000
130,30000000,6.9,4463292
94,27000000,7.4,
111,27000000,7.7,14337579
110,13500000,6.9,13823741
30,,8.7,
109,25000000,6.7,
123,27000000,6,10297897
109,27000000,6.2,13248477
99,27000000,5.9,8712564
106,27000000,6.8,7486906
89,27000000,3.6,38536376
98,27000000,6.7,41008532
93,28000000,6.3,5204007
112,15000000,6.4,4485485
101,27000000,6.4,4476235
104,25000000,5.7,1089365
120,23000000,6.2,763044
135,27000000,6.6,
91,26000000,5.2,20819129
97,26000000,6.1,110222438
133,26000000,7.1,109243478
123,25000000,7.2,100241322
114,28000000,6.5,25977365
111,26000000,6,91457688
117,27000000,7,87341380
121,26000000,7,65703412
139,22000000,7.5,58328680
115,26000000,6.6,61490000
22,,8.8,
175,26000000,7.4,50800000
85,26000000,6.5,57859105
90,26000000,6.2,46455802
107,26000000,7.8,45506619
100,26000000,5.2,40168080
129,26000000,6.5,49874933
109,26000000,6.5,45489752
94,26000000,5.2,36985501
133,26000000,7.2,33200000
105,26000000,7.1,28501651
100,26000000,4.5,23222861
113,56000000,5.7,54540525
118,42000000,6,16252765
110,26000000,6.4,16005978
110,26000000,5.2,14469428
99,26000000,4.3,13829734
101,22000000,6.1,1075288
100,26000000,6.3,
103,26000000,6.8,7496522
100,26000000,4,
95,25530000,5.2,20047715
117,26000000,6.5,12276810
129,15000000,7.5,33565375
120,30000000,7.1,499263
125,25000000,6.9,219200000
133,25000000,8,172825435
116,33000000,8.2,148085755
129,25100000,6.4,25517500
93,25000000,7.9,145000989
118,26000000,6.7,26761283
129,25000000,6.1,121945720
185,22000000,8.9,96067179
146,25000000,8.1,169705587
128,28000000,6.2,3254172
93,80000000,4.9,84185387
107,26000000,5.4,
97,30000000,5.8,82163317
101,,4.7,
82,30000000,6,80920948
85,25000000,7,80034302
88,25000000,6,78656813
119,25000000,7.9,76270454
122,25000000,8.1,74273505
99,25000000,6.2,134141530
97,26000000,6.7,71500556
121,25000000,7.3,71309760
95,45000000,4.6,89808372
105,25000000,6.1,77264926
108,25000000,6.2,70625986
134,25000000,7.8,56505065
115,25000000,6.1,55973336
107,2800000,7.6,
86,25000000,5.8,54098051
101,25000000,6.5,60443237
96,17000000,7.2,82234139
101,25000000,7.8,51676606
100,25000000,4.7,52528330
117,25000000,6.8,51533608
101,30000000,5.9,51097664
98,26000000,7.2,84136909
146,25000000,8.7,46836394
102,26000000,5,47285499
97,25000000,6.6,47124400
142,25000000,8.3,44700000
98,25000000,6.7,44455658
219,23000000,7.8,43984230
109,25000000,6.5,66489425
97,25000000,6.1,41067398
158,25000000,8.1,40218903
85,25000000,5.2,39880476
80,25000000,5.6,39399750
86,25000000,5.8,38230435
119,25000000,6.6,39008741
98,25000000,6.6,36833473
97,25000000,5.5,48237389
105,,5.5,36310118
124,25000000,7,36447959
97,25000000,6.5,45089048
105,20000000,5.8,35990505
104,17000000,5.6,35143332
101,25000000,5.6,35000629
101,30000000,5.8,34604054
114,25000000,7.6,41597830
105,20000000,6.4,33687630
90,25000000,6.3,32553210
97,25000000,4.6,31526393
144,25500000,6.5,41229
114,30000000,7.5,31655091
124,25000000,7.5,30012990
89,25000000,5.3,32368960
160,25000000,7.5,14500000
93,25000000,3.3,29247405
87,,5.7,30538669
88,25000000,3.5,25615792
142,25000000,9.3,28341469
92,21150000,4.8,25590119
117,27000000,6.9,24944213
111,25000000,6,33631221
121,25000000,7.3,37738400
98,,6,24381334
107,30000000,6.6,21835784
106,23000000,7.5,15785632
136,25000000,6.9,21554585
97,25000000,6.8,22200000
7,,8.3,
108,25000000,6.3,80014842
97,25000000,6.4,23527955
99,25000000,5.6,24042490
103,25000000,6.3,22466994
95,25000000,7.3,17791031
93,25000000,6.6,17718223
98,13000000,4.6,15361537
90,26000000,5.1,16647384
107,25000000,5.6,16118077
90,25000000,5.3,15091542
120,,7.5,15331289
115,16000000,5.6,15045676
93,8000000,5.9,17427926
99,25000000,4.7,14983572
107,25000000,4.8,14637490
110,25000000,6.8,14589444
101,25000000,5.4,14095303
85,25000000,5.1,13973532
132,30000000,7,1865774
88,,6.7,13920741
90,25000000,4,18860403
145,25000000,7.3,13038660
110,25000000,6.8,28831145
101,25000000,6.1,
30,,7.2,
122,25000000,7,11538204
107,25000000,7.1,11008432
127,26000000,6.9,12188642
99,25000000,7.3,11100000
104,17000000,6.3,
140,25000000,8.2,13651662
133,28000000,7.1,11030963
271,25000000,7.7,10769960
112,25000000,6.5,10911750
99,25000000,4.9,10719367
100,25000000,6.4,10114315
92,14000000,5.9,49122319
105,25000000,6.2,10070000
110,25000000,5.8,10324441
116,25000000,6.7,7156933
88,17000000,5.9,9286314
111,25000000,7.3,56692
117,25000000,4.8,
95,25000000,4.1,5654777
95,25000000,4.9,5516708
127,25000000,7.9,5128124
105,33000000,5.6,34014398
104,25000000,5.2,4064333
95,15000000,4.1,4006906
121,25000000,6.6,3073392
92,25000000,2.9,1550000
80,25000000,7.2,
107,25000000,6.5,871527
91,,6.8,12495865
117,25000000,7.2,777423
107,25000000,6.8,1186957
131,13500000,7.8,85433
122,20000000,6.7,1697956
88,,6.1,
134,25000000,7.1,183662
117,25000000,5.7,134904
80,25000000,2.9,
85,25000000,5.2,
138,25000000,5.3,16969390
121,25000000,6.2,
134,25000000,7.3,
100,25000000,6.5,129115
100,25000000,4.1,
119,14000000,7.7,34700000
137,25000000,6.1,717753
119,25000000,7.3,109713132
139,24000000,7.2,70269171
114,105000000,5.3,28772222
120,24000000,6.1,101334374
98,25000000,5.8,1512815
106,24000000,5.7,65182182
98,24000000,6.7,57262492
107,8200000,6.5,80000000
88,24000000,7.2,74608545
137,24000000,7.6,41895491
100,24000000,4.6,39989008
115,24000000,6.9,32662299
101,24000000,6.6,31452765
110,24000000,6.3,25167270
94,25000000,6.2,32416109
88,24000000,5.3,20218
127,24000000,7.3,28871190
95,24000000,5.6,16964743
87,24000000,6.2,16290976
118,24000000,5.2,13000000
107,24000000,5.3,12372410
124,24000000,5.4,8427204
89,24000000,4.9,9639242
88,24000000,5.5,25003072
118,23000000,6.7,6144806
93,24000000,3.9,4308981
80,28000000,7.2,669276
120,24000000,5.1,42880
98,24000000,6.5,23225911
119,24000000,8.2,4710455
88,23600000,7.7,75590286
201,207000000,7.2,218051260
90,20000000,6.1,161487252
127,18000000,8.8,290158751
119,19000000,6.8,65807024
85,23000000,6.8,86930411
98,23000000,6.7,53302314
101,12500000,7.1,40962534
112,23000000,7.1,39235088
97,23000000,6.1,27338033
126,23000000,8,25556065
106,23000000,7.5,15785632
97,23000000,6.6,21973182
100,25000000,5.4,4756
114,23000000,6.1,18653615
101,23000000,6.1,12189514
88,23000000,5.6,13019253
93,23000000,5.8,18934858
92,23000000,2.8,20763013
